"ACTIVITY" "SUBJECT_ID" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"SITTING" 16 0.277111496521739 -0.0189865306054348 -0.110693739978261 -0.655714708021739 -0.594377858695652 -0.567315079782609 0.361358805434783 -0.318953696608696 0.263945110217391 -0.96662013326087 -0.970690964782609 -0.967955598043478 0.0608480737173913 0.0111349269786957 0.00617521331086957 -0.666900615 -0.660719923043478 -0.703366474130435 -0.03548193539 -0.0907743359565217 0.0952582349347826 -0.811074985652174 -0.814918455434783 -0.65778376173913 -0.108950185586957 -0.0357107510456522 -0.0347211214152174 -0.824247573043478 -0.857056666521739 -0.764673242608696 -0.586811583217391 -0.673011784717391 -0.586811583217391 -0.673011784717391 -0.649463943478261 -0.670696027608696 -0.71781613826087 -0.796780194130435 -0.830762084565217 -0.853528651521739 -0.656889506217391 -0.60446755326087 -0.604476362608696 -0.656135645578261 -0.614923575652174 -0.580822071956522 -0.69292145673913 -0.681557752391304 -0.688766578913043 -0.669480768913044 -0.66098967826087 -0.716259301304348 -0.78690387826087 -0.809062616956522 -0.678617062173913 -0.819819609565217 -0.820680333913044 -0.683173569565217 -0.656278044695652 -0.734525550695652 -0.65715815 -0.690841375434783 -0.808090169782609 -0.825532786304348 -0.852172125217391 -0.86587371
"SITTING" 17 0.279284551044776 -0.013405543919403 -0.110239836389104 -0.711625752721343 -0.694242072562687 -0.81112974358209 0.920168047164179 -0.180483374 -0.126098170641791 -0.973711890149254 -0.950316897014925 -0.943694208358209 0.0815161102835821 -0.00473240067149254 -0.00330383294134328 -0.791264349268657 -0.815188544477612 -0.907772870298508 -0.0382748702238806 -0.0761964693134328 0.0914051175308955 -0.827800234492537 -0.873787811044776 -0.808616036955224 -0.102430422462687 -0.0333350641197015 -0.0482099921495522 -0.868795217164179 -0.925313777761194 -0.874889641492537 -0.698263756695522 -0.704565094283582 -0.698263756695522 -0.704565094283582 -0.816580867164179 -0.818362527164179 -0.777666312908955 -0.814150678149254 -0.900270170895522 -0.91682805358209 -0.76010410151194 -0.735197749449254 -0.841791459104478 -0.695265179477612 -0.693524108925373 -0.809443148955224 -0.816848734328358 -0.821888625671642 -0.896374939552239 -0.784654422313433 -0.820799277761194 -0.917937197164179 -0.808448959850746 -0.882273794477612 -0.812875894626866 -0.835148525349254 -0.870303425671642 -0.825425782253731 -0.72932960851791 -0.737671511462687 -0.813039926865672 -0.826034292686567 -0.845530194925373 -0.826038649253731 -0.914507346567164 -0.926011704179105
"SITTING" 18 0.27727001877193 -0.0128691279736842 -0.111904775824561 -0.994347988596491 -0.974928131052632 -0.977572717017544 0.909816469298246 0.12988647622807 0.161877417894737 -0.994043771403509 -0.984035479473684 -0.978340183157895 0.076622889 0.00694560289491228 0.00278757042058246 -0.991624662105263 -0.984002717017544 -0.990153121754386 -0.0333057034385965 -0.0685796341105263 0.0848140511754386 -0.991956958947368 -0.986753343859649 -0.981525495438596 -0.0954723233684211 -0.0397125591491228 -0.0523030404789474 -0.994170190701754 -0.994224162105263 -0.992814325087719 -0.983674151754386 -0.981595285964912 -0.983674151754386 -0.981595285964912 -0.989869574561404 -0.991159350526316 -0.977634992105263 -0.981372675614035 -0.994873439824561 -0.994868913508772 -0.993144920175439 -0.976538530350877 -0.982996441403509 -0.994906565789474 -0.974980068596491 -0.975722121403509 -0.991924709824561 -0.983642391578947 -0.988689671578947 -0.992039060701754 -0.985694744385965 -0.990141676315789 -0.989961500350877 -0.988702701403509 -0.983027386491228 -0.992575399473684 -0.985710087894737 -0.98279727631579 -0.984781467192982 -0.982226151578947 -0.990407075964912 -0.991044297894737 -0.986535242105263 -0.981252632807018 -0.99480818754386 -0.994967621754386
"SITTING" 19 0.276044915263158 -0.0169042680894737 -0.113178375263158 -0.523436725736842 -0.457760952690351 -0.665006781964912 0.187153606140351 0.149458158596491 0.298878481175439 -0.949295631403509 -0.964649280877193 -0.964799979298246 0.0660083269614035 0.00607815540877193 -0.008723286326 -0.497959510575263 -0.519491527947368 -0.70551887122807 -0.0566062005763158 -0.0739403182929824 0.0963182052807018 -0.572462378350877 -0.671985131403509 -0.597249126387719 -0.0904734739508772 -0.0462204355877193 -0.0524562497964912 -0.544083584233333 -0.771349630350877 -0.645069415631579 -0.491433532536842 -0.552187338157895 -0.491433532536842 -0.552187338157895 -0.535974568561403 -0.526064863166667 -0.52337296234386 -0.57566420045614 -0.684546391578947 -0.728334173333333 -0.536487102831579 -0.468110499496491 -0.656978078947368 -0.520199008210526 -0.486582512201754 -0.698004363333333 -0.533148284401053 -0.547301402298246 -0.68245330422807 -0.506634474849123 -0.521494230332982 -0.727276799649123 -0.462246689719298 -0.680635412280702 -0.555355292824912 -0.608419103964912 -0.670623974736842 -0.649558660035088 -0.516338324242105 -0.645702316175439 -0.518574557385965 -0.539167515877193 -0.621097182157895 -0.618816240664912 -0.726825220701754 -0.750595536140351
"SITTING" 20 0.278045439090909 -0.0147229305131818 -0.108369634515152 -0.983081858939394 -0.93612270469697 -0.929106396818182 0.924454522424242 0.0733385412878788 0.151679135228788 -0.985829034393939 -0.966983534242424 -0.935854966151515 0.0746568393030303 0.00597430268636364 0.00160134859924242 -0.982078229242424 -0.970896863484848 -0.976522488787879 -0.036405928969697 -0.0650689347121212 0.0642882138333333 -0.976309017121212 -0.960104508636364 -0.945771803484848 -0.0959970816060606 -0.0407299244348485 -0.0465835149090909 -0.977414910909091 -0.979684097272727 -0.979742084090909 -0.952738043030303 -0.937764028181818 -0.952738043030303 -0.937764028181818 -0.978774578333333 -0.972537871515151 -0.939574435606061 -0.941069909848485 -0.983010276060606 -0.97507615 -0.981203064242424 -0.945198619242424 -0.947597457121212 -0.98397837530303 -0.935031700454545 -0.924947175454545 -0.982243603030303 -0.971158287575758 -0.973211461363636 -0.983565760757576 -0.972776577272727 -0.978458923030303 -0.969913284393939 -0.964643068787879 -0.950963363939394 -0.978433538484848 -0.958015696363636 -0.949176822121212 -0.946913451666667 -0.942151231515152 -0.971730462575758 -0.972597744242424 -0.953399068181818 -0.943725755909091 -0.976108353787879 -0.975226588333333
"SITTING" 21 0.275579612493827 -0.0176703589939506 -0.110516358432099 -0.700519444160494 -0.59711103918642 -0.707770729160494 0.889016282098765 -0.255816233283951 -0.193681475654321 -0.971256253209877 -0.960748870740741 -0.945546397777778 0.074681985345679 0.00658801683489136 -0.0121280525588889 -0.759274150395062 -0.71198394252963 -0.81727846308642 -0.00238774652345679 -0.0752835636472839 0.0622674168148148 -0.822676652469136 -0.78494994345679 -0.685928331055802 -0.113358467530864 -0.0416799857753086 -0.0468894639234568 -0.840907847530864 -0.844362590864198 -0.837263143333333 -0.647803479174074 -0.692881814444444 -0.647803479174074 -0.692881814444444 -0.749749660061728 -0.748792507753086 -0.69521228637037 -0.770935781953086 -0.836907201111111 -0.865245417037037 -0.723263670920988 -0.627478646451852 -0.733712127261728 -0.692834136617284 -0.606836436617284 -0.716961600777778 -0.767623631997531 -0.715811741846914 -0.800040727234568 -0.772227385055556 -0.728920323888889 -0.833140330246914 -0.788348561111111 -0.783142544814815 -0.707752340320988 -0.834390484691358 -0.788399272345679 -0.709419403881482 -0.695156477283951 -0.739309784481481 -0.734092796839506 -0.770409245822222 -0.794564143703704 -0.795307509407407 -0.857029313827161 -0.88687434308642
"SITTING" 22 0.255368719620833 -0.0268551760541667 -0.111604308104167 0.162751889059792 0.220491394645833 -0.168425842197917 0.898042317708333 -0.301284067291667 -0.0548649073225 -0.940480796041667 -0.944394330416667 -0.914526774166667 0.1393224789375 0.0243841387166667 0.001755962914375 0.0184624959083333 -0.03953708493125 -0.463491903958333 0.0646196458866667 -0.1453965475375 0.0207972346708333 -0.309646354291667 -0.509666104375 -0.189083141145833 -0.110994649623125 -0.03882535634375 -0.0714292977625 -0.373618690833333 -0.685941611041667 -0.453876804791667 0.241175698333333 -0.0681139137291667 0.241175698333333 -0.0681139137291667 -0.0717402235645833 -0.07272859448875 -0.148079235191667 -0.230842293847917 -0.539423418958333 -0.658880672708333 0.028706229975 0.138036218347917 -0.2486645205625 0.20987822721875 0.183811646710417 -0.191657175572917 -0.0131485296625 -0.0581484981020833 -0.408717652708333 -0.0410246415322917 -0.08810670842125 -0.517534686458333 -0.195077488625 -0.52514468125 -0.185279496875 -0.3485965209375 -0.505386300833333 -0.266254133270833 -0.0112321747895833 -0.248713874166667 -0.0231443036854167 -0.148237624895833 -0.368742748333333 -0.274935680791667 -0.645200080208333 -0.703634367291667
"SITTING" 23 0.277161046872414 -0.0229216703089655 -0.113440771912069 -0.0858357529844828 0.0877359377153448 0.186931807689655 0.899473239827586 -0.143567267127586 -0.220550744925862 -0.947424011206897 -0.931976196896552 -0.906452247586207 0.0524744359051724 0.0280163182275862 -0.00311167133620689 -0.00878374360517241 -0.163383194022414 -0.10851098132431 0.0273089924793103 -0.108414401137931 0.0334370112189655 -0.459514964655172 0.0103040890344828 -0.131168096491379 -0.0980659066224138 -0.0373594091465517 -0.0501795533637931 -0.385972205344828 -0.0984734415344828 -0.421557226724138 0.0680427124775862 0.0190197230344828 0.0680427124775862 0.0190197230344828 -0.0262057749482759 0.0489389567534483 -0.0297819527763793 -0.138429453975862 -0.206622210234483 -0.189904081672414 0.0213164379741379 0.0433773497482759 0.169724304837931 -0.133849096567241 0.0398892937622414 0.0944717670568966 0.00289995392586207 -0.151676456396552 -0.00293998833793104 -0.116435032636207 -0.240886235051724 -0.215740234856897 -0.281192858275862 0.0913071586344828 -0.140600240044828 -0.518517505172414 -0.0529772075344828 -0.210835855101724 0.127327666706897 -0.207695594765517 0.104475196982759 -0.0370774314655172 -0.0779039825431034 -0.347064562413793 -0.157821282431034 -0.295579757810345
"SITTING" 24 0.273475690147059 -0.0131255097938235 -0.103041061426471 -0.990593766617647 -0.956255962058824 -0.957056111470588 0.919637604411765 0.182254651955882 0.109559621020588 -0.989660149852941 -0.971692544705882 -0.963406795735294 0.0763318528529412 0.00476702575745588 -0.00113300171426471 -0.988564382205882 -0.979573678088235 -0.984662946764706 -0.0356229619955882 -0.0750132697044118 0.0800440230882353 -0.988111648676471 -0.977954005147059 -0.971277654117647 -0.0951782658382353 -0.040616936 -0.051596655125 -0.991442007794118 -0.989780810588235 -0.989850160294118 -0.968979156470588 -0.963779683235294 -0.968979156470588 -0.963779683235294 -0.985555822352941 -0.985418456176471 -0.964633252352941 -0.969257162647059 -0.991306424705882 -0.990724530735294 -0.989529506764706 -0.962773200147059 -0.966991781176471 -0.991100005441176 -0.954998005147059 -0.954402697794118 -0.988857403235294 -0.979228238382353 -0.981971300147059 -0.9892888075 -0.981550132794118 -0.986008449264706 -0.985676523823529 -0.981200181176471 -0.974686891029412 -0.988891551764706 -0.976252427794118 -0.972851787647059 -0.968905031470588 -0.965852262058824 -0.984469962941177 -0.98561372 -0.977973720735294 -0.969105899117647 -0.990854751176471 -0.990933058235294
"SITTING" 25 0.279734046666667 -0.0200254379040909 -0.108491606893939 -0.50869649969697 -0.23642535450303 -0.478410450909091 0.820496341969697 -0.0355253067272727 0.254128236863636 -0.971765250606061 -0.946748182575758 -0.929446186666667 0.0751241901712121 0.00479385910227273 -0.0145359816878788 -0.611442302121212 -0.448015238181818 -0.724084039393939 -0.0159219320454545 -0.0857794473909091 0.0851031637424242 -0.433032361666667 -0.61275955530303 -0.552824604242424 -0.117539033712121 -0.0461589905681818 -0.0590523364915152 -0.551704095 -0.829168280151515 -0.676920903636364 -0.384551867727273 -0.487412808393939 -0.384551867727273 -0.487412808393939 -0.577374410151515 -0.567151287575758 -0.392309558333333 -0.503907177424242 -0.716318237121212 -0.763216459848485 -0.559234332272727 -0.303072142272727 -0.573572387121212 -0.491230535757576 -0.251845726680303 -0.469938580909091 -0.630718385454545 -0.488145013787879 -0.705442289242424 -0.626291118030303 -0.441686023181818 -0.74154443530303 -0.405371647363636 -0.693614720757576 -0.538723976060606 -0.447688868484849 -0.573477261969697 -0.598992222727273 -0.503783640606061 -0.558556906454545 -0.574409037575758 -0.562078573787879 -0.58364069030303 -0.538424084848485 -0.771400908181818 -0.769782899393939
"SITTING" 26 0.271491726839706 -0.019281291795 -0.105855208058824 -0.969723918529412 -0.978281916911765 -0.977964988970588 -0.219882849411765 0.600431636485294 0.516663899264706 -0.940758724705882 -0.983677800882353 -0.975971693529412 0.0879306215735294 0.0122146714308824 -0.00659410189205882 -0.989791900147059 -0.986491448970588 -0.988933446029412 -0.0157433054176471 -0.0924346121323529 0.160518477558824 -0.990509795882353 -0.979486591764706 -0.963645793970588 -0.100732152735294 -0.0398749772647059 -0.0731603225294118 -0.9938329825 -0.98997716 -0.992610313970588 -0.972378441176471 -0.957629300882353 -0.972378441176471 -0.957629300882353 -0.989926841470588 -0.988789907647059 -0.947650458088235 -0.961820614852941 -0.992718339264706 -0.990610572794118 -0.972763806470588 -0.980143805 -0.981154579558824 -0.968558363676471 -0.977919340441176 -0.977331018970588 -0.989744178823529 -0.986229762794118 -0.98710228 -0.990783045441176 -0.987869782794118 -0.989333643529412 -0.988908656617647 -0.983406397058823 -0.965028353823529 -0.991026748529412 -0.9775186525 -0.966449217058823 -0.964465673823529 -0.959950779411765 -0.988789766617647 -0.987676749705882 -0.972648297205882 -0.961634156470588 -0.991082200294118 -0.990319280882353
"SITTING" 27 0.268937695538462 -0.0148978909676923 -0.111030984784615 -0.798321674615385 -0.68730575916 -0.721860853123077 0.693772199692308 -0.0165988476923077 0.0348980852769231 -0.974327336153846 -0.965426676 -0.948858071230769 0.0697621298769231 0.0145037172784462 -0.00549131045076923 -0.837259312615385 -0.806020628 -0.876497001846154 -0.05789824602 -0.0554713340307692 0.125535558647692 -0.858609288615385 -0.862488646769231 -0.724848969876923 -0.0916858937184615 -0.0448487052 -0.0675661572276923 -0.902014875384615 -0.895215014153846 -0.89317741 -0.733916855846154 -0.781334223692308 -0.733916855846154 -0.781334223692308 -0.834486865230769 -0.825335413384615 -0.759461103784615 -0.835960944153846 -0.898163448153846 -0.898130643230769 -0.828478515538462 -0.741276949846154 -0.799091658307692 -0.788237894307692 -0.681189382476923 -0.705516591076923 -0.848284084615385 -0.811553045384615 -0.868417739538462 -0.840419078153846 -0.813877967692308 -0.883053744615385 -0.850292204923077 -0.859816052461538 -0.793976137076923 -0.862818209230769 -0.865270636923077 -0.731262193184615 -0.790953427538462 -0.810131534615385 -0.823426876153846 -0.828117575230769 -0.866363251076923 -0.844601944153846 -0.898157782923077 -0.905108350307692
"SITTING" 28 0.261794833571429 -0.0198601644875 -0.103740891626786 -0.531716807982143 -0.464639627428571 -0.578040032857143 0.4763941325 0.00931857857142857 0.219713523946429 -0.963369936964286 -0.956692570535714 -0.939790518392857 0.0867249335678571 0.0186169619671429 0.0296200167717857 -0.578413369785714 -0.564273974946429 -0.7384758875 -0.0486771483375 -0.0764271786926607 0.115285495 -0.685964819107143 -0.678473661785714 -0.572684841964286 -0.0984505583071429 -0.0500447727928571 -0.0724683638535714 -0.650863646071429 -0.786997853035714 -0.691508249642857 -0.489643670691071 -0.538800631144643 -0.489643670691071 -0.538800631144643 -0.593559552678571 -0.605988342678571 -0.571709595857143 -0.660115451964286 -0.736986148571429 -0.759242744285714 -0.530998984035714 -0.484789988078571 -0.618434906785714 -0.533179159035714 -0.488495803428571 -0.590264888571429 -0.589731044714286 -0.597194149285714 -0.71041997875 -0.604904325357143 -0.558218575571429 -0.765779195714286 -0.60945425575 -0.687557852321429 -0.581200133571429 -0.711072409285714 -0.677205066964286 -0.610575395178571 -0.526345731714286 -0.618634555892857 -0.58737824175 -0.634945453464286 -0.694805458035714 -0.6969564675 -0.762069993035714 -0.773071594642857
"SITTING" 29 0.283771058571429 -0.0174676397265306 -0.108858212204082 -0.989448024081633 -0.979431698571429 -0.98666623244898 0.359337695102041 0.353096660285714 0.374429623218367 -0.981238245918367 -0.985869154081633 -0.987969712857143 0.073675638244898 0.0112325614836735 -0.000822406277734694 -0.993844783877551 -0.987882444081633 -0.991416322653061 -0.0262728122040816 -0.0844426028163265 0.12431983544898 -0.993615889795918 -0.989707126326531 -0.977253130204082 -0.0993803555510204 -0.0374980308387755 -0.0647220465306122 -0.994293785510204 -0.996447683673469 -0.994965741836735 -0.985833900816326 -0.98039595755102 -0.985833900816326 -0.98039595755102 -0.992358488571429 -0.993048275306122 -0.974396294693878 -0.977144995918367 -0.996519637346939 -0.996291028163265 -0.990887486326531 -0.981187082857143 -0.988230196326531 -0.989069842244898 -0.97907119244898 -0.986015366530612 -0.994005369795918 -0.987845674081633 -0.989965962857143 -0.994202010612245 -0.988843383673469 -0.991421139591837 -0.991821544897959 -0.99114890877551 -0.97848509 -0.994186580408163 -0.988925749183673 -0.978851838979592 -0.984274660408163 -0.981108425714286 -0.992394086938776 -0.992774941428571 -0.983120231428571 -0.977226105306122 -0.996349813265306 -0.996161660816327
"SITTING" 30 0.272690387283951 -0.0195893636925926 -0.103799117609877 -0.500639419506173 -0.379417864440741 -0.407331453225926 0.950874464074074 -0.153245934320988 0.0063507824 -0.970004675185185 -0.932041040864197 -0.89459342 0.074194902137037 -0.0051641339345679 0.00851548569193827 -0.611481753909877 -0.599571604134568 -0.738980320987654 -0.039936088601358 -0.0717073701407407 0.0833135942123457 -0.596414214320988 -0.474229019407407 -0.479576310679012 -0.0916826929555556 -0.0446912794641975 -0.0473976293135802 -0.754550127530864 -0.781697317654321 -0.72421573962963 -0.403702915979136 -0.473089006095062 -0.403702915979136 -0.473089006095062 -0.635835167698765 -0.591994792059259 -0.410037156200123 -0.480067617617284 -0.76132871962963 -0.793153571111111 -0.548071295659259 -0.446239087781481 -0.54371213462963 -0.484381885650864 -0.388879205535802 -0.390091184193827 -0.620938345666667 -0.617902952259259 -0.706522199506173 -0.637265123271605 -0.607191532283951 -0.771024266172839 -0.594100402608642 -0.571607711687901 -0.523601211234568 -0.60344882292679 -0.428625024172839 -0.515308294728395 -0.500334235911111 -0.541873447388765 -0.591176996716049 -0.595907074652837 -0.618607353493827 -0.488496000140741 -0.793217813209876 -0.807997345308642
"STANDING" 1 0.264196719634146 -0.0172622181232927 -0.103680976256098 -0.625718760731707 -0.410433536135366 -0.430924282523171 0.913617298780488 -0.288366250012195 -0.0118557783060976 -0.970534383292683 -0.954839852073171 -0.932290565 0.0819378934134146 0.00568264936707317 -0.0233383742909512 -0.678572177256098 -0.637058430731707 -0.827739759756098 0.0197751305123171 -0.126244371423171 0.07210857565 -0.737168555609756 -0.425804302918293 -0.704386994902439 -0.109541097165854 -0.037930290552439 -0.0468435742447561 -0.775502362439024 -0.775059485853659 -0.76656111195122 -0.492692172304878 -0.588368024817073 -0.492692172304878 -0.588368024817073 -0.690337099439024 -0.694502984560976 -0.489718965529268 -0.509854239619512 -0.767946112560976 -0.800730012317073 -0.652328048292683 -0.525430884268293 -0.667941440243902 -0.616534342560976 -0.394459003943902 -0.371038044519512 -0.69780124904878 -0.657962711097561 -0.815825856585366 -0.68729968104878 -0.638719866707317 -0.838030332560976 -0.704511338292683 -0.614822921585366 -0.673731638219512 -0.749977966219512 -0.340293370926829 -0.742679177317073 -0.611595136231707 -0.640650146829268 -0.674956417768293 -0.723222812926829 -0.615301275146341 -0.528318443573171 -0.792277832926829 -0.827376707073171
"STANDING" 2 0.277911472222222 -0.0184208270166667 -0.105908536055556 -0.987271889259259 -0.957304989259259 -0.949741851296296 0.896928566851852 -0.370062696851852 0.129747161222222 -0.986685818703704 -0.97419442037037 -0.945927078703704 0.0747588597592593 0.0103291774794444 -0.00837158846722222 -0.981085715555556 -0.97105943962963 -0.982841446481482 -0.0238623875712963 -0.0820396577592593 0.0878351695481481 -0.972998629814815 -0.971441996481481 -0.964856701851852 -0.105562157888889 -0.042241953537037 -0.0546539479425926 -0.979324000740741 -0.983447258518519 -0.973610118333333 -0.965875181296296 -0.957874965 -0.965875181296296 -0.957874965 -0.980489077407407 -0.976675280185185 -0.963466341851852 -0.95394338037037 -0.983951904259259 -0.977204427777778 -0.983946739814815 -0.959871697407407 -0.962471195740741 -0.989056469814815 -0.957908842222222 -0.946433583518518 -0.980973241666667 -0.970851337962963 -0.979775152037037 -0.983007923703704 -0.973520241111111 -0.984599905185185 -0.967037112037037 -0.972576152962963 -0.960627696111111 -0.97498812462963 -0.97103605037037 -0.969754295740741 -0.964052166481482 -0.960519381481482 -0.977065295555556 -0.97516046 -0.961775904814815 -0.956788725740741 -0.977849827407407 -0.977754298148148
"STANDING" 3 0.28470333998 -0.0197676781458 -0.11616139725 -0.18996472328 -0.013221471452 -0.38040392658 0.929764783 -0.2637036888 -0.12502997248 -0.9608348672 -0.9454790598 -0.917168593 0.0849328299246 0.01820483216 -0.0030067318118 -0.17192300854 -0.065012002428 -0.5746807628 -0.071599821922 -0.051898265388 0.09158234634 -0.386508657614 -0.54507413 -0.4582342712 -0.10612106871 -0.039047723072 -0.043398669418 -0.3320264081 -0.6635937414 -0.45434802886 -0.13408885456 -0.1792618401 -0.13408885456 -0.1792618401 -0.23850676172 -0.124364311664 -0.31376067132 -0.35194471576 -0.536519402 -0.5747065734 -0.17143281484 -0.005609530184 -0.4242837102 -0.198870681326 -0.08120358662 -0.40660176318 -0.197089923098 -0.11683988434 -0.540710908 -0.22109200394 -0.0738363700622 -0.6074942054 -0.25908344733 -0.5546948308 -0.351182539956 -0.43030803757 -0.5441838798 -0.5490821138 -0.12189490729 -0.342639216878 -0.109770769056 -0.1539062296132 -0.4234054737 -0.41922299088 -0.5859309478 -0.592962963
"STANDING" 4 0.280499745892857 -0.00948911098553571 -0.0961574905535714 -0.97692058 -0.86159737875 -0.896880538392857 0.95619779125 -0.0759009061071429 0.166893825946429 -0.972908355892857 -0.917613464821429 -0.899404775267857 0.0721328379857143 -0.00653015693773214 -0.0211889890567857 -0.972586541964286 -0.938354677857143 -0.973054201071429 -0.0306449342357143 -0.061824850625 0.0755636430892857 -0.909687974464286 -0.949227146964286 -0.909995038571429 -0.103057894142857 -0.0461257201357143 -0.0490753497867857 -0.949633878571429 -0.976065174642857 -0.957982019464286 -0.906478051785714 -0.890976683392857 -0.906478051785714 -0.890976683392857 -0.963370738392857 -0.958159482142857 -0.900982100535714 -0.885144317678571 -0.967614073928571 -0.964282784285714 -0.973497549642857 -0.889549205 -0.93164342125 -0.978737637678571 -0.857380281803571 -0.887554317678571 -0.972310894285714 -0.937624242142857 -0.968648411607143 -0.975706723571429 -0.944075308928571 -0.976229505535714 -0.905464161964286 -0.955992945178571 -0.915280955357143 -0.912464793928571 -0.945825840178571 -0.91665163125 -0.917614014821429 -0.895340042142857 -0.956139283571429 -0.96003249875 -0.914209165714286 -0.887194404285714 -0.964471139464286 -0.9664302175
"STANDING" 5 0.277684391521739 -0.0174249499726087 -0.105552883869565 -0.576644767391304 -0.317885444782609 -0.65166842173913 0.439263841521739 0.292695022478261 0.0985745223021739 -0.980492871521739 -0.972128876956522 -0.969705219130435 0.0782540411086956 -0.010200246326087 0.00347122517195652 -0.587309747173913 -0.417805201717391 -0.770584511956522 -0.0419282482219565 -0.075345508523913 0.102421022304348 -0.676020062173913 -0.685348074565217 -0.558972812173913 -0.0866234950891304 -0.0502171846913043 -0.0544893161782609 -0.616438214347826 -0.735081662608696 -0.481078519934783 -0.483485548263043 -0.604659100869565 -0.483485548263043 -0.604659100869565 -0.567579506956522 -0.556443095869565 -0.581136719347826 -0.671941106086957 -0.659259131521739 -0.688943865 -0.572445560652174 -0.360995879191304 -0.686829090217391 -0.578811730913043 -0.33923427568913 -0.660447701304348 -0.608886018913044 -0.479029394772609 -0.753854979565217 -0.601850911304348 -0.390736351897826 -0.785575111521739 -0.609607052391304 -0.690515791304348 -0.494922186695652 -0.697889884565217 -0.684597370217391 -0.622976149347826 -0.564739674130435 -0.69088061173913 -0.556897418695652 -0.559750198913043 -0.675274700652174 -0.728758105434783 -0.724443661086957 -0.668801821956522
"STANDING" 6 0.245445967083333 -0.0100005720416667 -0.128348473958333 -0.9338610874375 -0.921607340291667 -0.925536306041667 -0.245378977916667 0.774512779 0.1408226798375 -0.888932501875 -0.953296206041667 -0.934293523333333 0.1013485370625 -0.00379065053833333 0.001139898805 -0.967683104166667 -0.93702297875 -0.959358275208333 -0.0089220756 -0.111016885125 0.182591814666667 -0.95763849375 -0.947991326458333 -0.944244026041667 -0.112594758291667 -0.0403153531658333 -0.070635004 -0.939217764583333 -0.961374613125 -0.965020666875 -0.9220219361875 -0.893800019166667 -0.9220219361875 -0.893800019166667 -0.955896395833333 -0.952627416666667 -0.911452378125 -0.925889678958333 -0.957787326458333 -0.955581496666667 -0.939246154583333 -0.923445524583333 -0.938625317708333 -0.93222230944375 -0.925288570958333 -0.924191434166667 -0.968646857083333 -0.939954985833333 -0.954435641041667 -0.969592649166667 -0.938076287916667 -0.962952930833333 -0.93764679 -0.946390701041667 -0.939150571041667 -0.964528463333333 -0.949531900208333 -0.95125456 -0.909667410770833 -0.90215337875 -0.950702510625 -0.954127650416667 -0.934058491458333 -0.933550111666667 -0.955711205 -0.958279758541667
